candidate_id,source_url,source_platform,license_or_usage_note,domain,subdomain,capability_label,dynamic_concept_id,dynamic_concept,linked_principle_id,principle_id,principle,required_dynamic_signature,acceptable_video_types,reject_conditions,hard_negative_family,visible_dynamic_process,dynamic_signature_match,source_page_support_level,source_page_mechanism_evidence,source_double_check_decision,source_double_check_reason,source_page_context,review_decision,gate_reason,risk_tags,proposed_knowledge_point,proposed_knowledge_point_type,answerability_notes,distractor_requirements,frame_contact_sheet,local_media,is_new_source,source_reuse_status
,,,,physics_physical_systems,fluids_pressure_and_buoyancy,DCR,DCR_PHY_SIPHON_001,siphon,PHY_FLU_003,PHY_FLU_003,Pressure gradients drive siphon or liquid-column flow after priming.,Liquid continues through an inverted tube with visible source/drain level changes.,siphon demonstrations; transparent tube flow,Reject clips where flow is pump-driven or not visibly continuous after priming.,pump flow; capillary rise; simple pouring,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,siphon,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: pump flow; capillary rise; simple pouring",,,true,new_candidate_source
,,,,physics_physical_systems,motion_forces_and_energy,DMR,,,PHY_FOR_003,PHY_FOR_003,Friction dissipates mechanical energy and reduces sliding speed.,Sliding object decelerates until rest or thermal/frictional effects are visible.,sliding block experiments; friction demos with tracked speed,Reject clips that only show a stationary rough surface or a single final rest state.,air drag; elastic collision; rolling without slip,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Friction dissipates mechanical energy and reduces sliding speed.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: air drag; elastic collision; rolling without slip",,,true,new_candidate_source
,,,,physics_physical_systems,motion_forces_and_energy,DMR,,,PHY_FOR_003,PHY_FOR_003,Friction dissipates mechanical energy and reduces sliding speed.,Sliding object decelerates until rest or thermal/frictional effects are visible.,sliding block experiments; friction demos with tracked speed,Reject clips that only show a stationary rough surface or a single final rest state.,air drag; elastic collision; rolling without slip,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Friction dissipates mechanical energy and reduces sliding speed.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: air drag; elastic collision; rolling without slip",,,true,new_candidate_source
,,,,physics_physical_systems,oscillation_rotation_and_vibration,DMR,,,PHY_OSC_003,PHY_OSC_003,Resonance amplifies motion when periodic forcing matches a natural frequency.,Amplitude grows under a repeated external drive near the resonant frequency.,driven pendulum; resonance table; vibrating structure experiments,Reject videos that only show large vibration without a drive-frequency relation.,damping decay; collision rebound; random vibration,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Resonance amplifies motion when periodic forcing matches a natural frequency.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: damping decay; collision rebound; random vibration",,,true,new_candidate_source
,,,,physics_physical_systems,oscillation_rotation_and_vibration,DMR,,,PHY_OSC_003,PHY_OSC_003,Resonance amplifies motion when periodic forcing matches a natural frequency.,Amplitude grows under a repeated external drive near the resonant frequency.,driven pendulum; resonance table; vibrating structure experiments,Reject videos that only show large vibration without a drive-frequency relation.,damping decay; collision rebound; random vibration,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Resonance amplifies motion when periodic forcing matches a natural frequency.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: damping decay; collision rebound; random vibration",,,true,new_candidate_source
,,,,physics_physical_systems,oscillation_rotation_and_vibration,DCR,DCR_PHY_SKATE_001,triple Axel,PHY_OSC_003,PHY_OSC_003,Resonance amplifies motion when periodic forcing matches a natural frequency.,"Forward outside-edge takeoff, multiple airborne rotations, and backward landing are visible.",driven pendulum; resonance table; vibrating structure experiments,Reject clips where the full takeoff-to-landing sequence is not visible.,toe loop; Salchow; double Axel,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,triple Axel,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: toe loop; Salchow; double Axel",,,true,new_candidate_source
,,,,physics_physical_systems,surface_and_capillary_processes,DMR,,,PHY_SUR_003,PHY_SUR_003,Wetting transitions occur when adhesion overcomes nonwetting surface forces.,"Droplet contact angle decreases, spreads, or switches from rebound to wetting.",contact-angle videos; droplet impact wetting; coating tests,Reject clips showing a final wet surface without spreading over time.,capillary rise; evaporation; precipitation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Wetting transitions occur when adhesion overcomes nonwetting surface forces.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: capillary rise; evaporation; precipitation",,,true,new_candidate_source
,,,,biology_living_systems,animal_locomotion_and_biomechanics,DMR,,,BIO_LOC_004,BIO_LOC_004,Fast-start swimming converts body curvature into hydrodynamic reaction forces and acceleration.,S- or C-shaped bend is followed by rapid forward acceleration.,zebrafish fast start; fish escape response; larval strike,Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.,phototaxis; peristalsis; passive drift,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Fast-start swimming converts body curvature into hydrodynamic reaction forces and acceleration.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototaxis; peristalsis; passive drift",,,true,new_candidate_source
,,,,biology_living_systems,animal_locomotion_and_biomechanics,DMR,,,BIO_LOC_004,BIO_LOC_004,Fast-start swimming converts body curvature into hydrodynamic reaction forces and acceleration.,S- or C-shaped bend is followed by rapid forward acceleration.,zebrafish fast start; fish escape response; larval strike,Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.,phototaxis; peristalsis; passive drift,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Fast-start swimming converts body curvature into hydrodynamic reaction forces and acceleration.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototaxis; peristalsis; passive drift",,,true,new_candidate_source
,,,,biology_living_systems,germination_and_development,DMR,,,BIO_DEV_001,BIO_DEV_001,Embryogenesis proceeds through repeated cell divisions and coordinated cell migration.,"Cleavage, gastrulation, or tissue formation is visible over time.",zebrafish embryo time lapse; C elegans embryo development; frog embryo,Reject final embryo stage slides or pure text overlays.,plant germination; cell migration only; mitosis isolated,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Embryogenesis proceeds through repeated cell divisions and coordinated cell migration.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: plant germination; cell migration only; mitosis isolated",,,true,new_candidate_source
,,,,biology_living_systems,germination_and_development,DMR,,,BIO_DEV_001,BIO_DEV_001,Embryogenesis proceeds through repeated cell divisions and coordinated cell migration.,"Cleavage, gastrulation, or tissue formation is visible over time.",zebrafish embryo time lapse; C elegans embryo development; frog embryo,Reject final embryo stage slides or pure text overlays.,plant germination; cell migration only; mitosis isolated,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Embryogenesis proceeds through repeated cell divisions and coordinated cell migration.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: plant germination; cell migration only; mitosis isolated",,,true,new_candidate_source
,,,,biology_living_systems,organism_behavior_and_taxis,DMR,,,BIO_TAX_002,BIO_TAX_002,Phototaxis biases movement relative to light direction or intensity.,Organisms redistribute toward/away from a light source or stimulus marker.,Euglena phototaxis; insect light trap; larval phototaxis,Reject clips with a lamp but no moving organisms or no directional redistribution.,phototropism; random walk; chemotaxis,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Phototaxis biases movement relative to light direction or intensity.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototropism; random walk; chemotaxis",,,true,new_candidate_source
,,,,biology_living_systems,organism_behavior_and_taxis,DMR,,,BIO_TAX_003,BIO_TAX_003,Magnetotaxis aligns motile cells with a magnetic field through magnetic torque.,Cell bands or trajectories reorganize when magnetic field direction changes.,magnetotactic bacteria; magnetic field swimming; field reversal,Reject source-only magnetotaxis where field marker or movement bias is absent.,chemotaxis; phototaxis; Brownian motion,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Magnetotaxis aligns motile cells with a magnetic field through magnetic torque.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: chemotaxis; phototaxis; Brownian motion",,,true,new_candidate_source
,,,,biology_living_systems,organism_behavior_and_taxis,DCR,DCR_BIO_MIMIC_001,dynamic mimicry,BIO_TAX_004,BIO_TAX_004,Run-and-tumble or Levy-like search alternates runs and turns to explore space.,The organism changes motion or posture to resemble another dynamic target.,bacterial run and tumble; Levy walk microbes; trajectory overlay,Reject purely static camouflage.,camouflage stillness; courtship display; simple escape,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,dynamic mimicry,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: camouflage stillness; courtship display; simple escape",,,true,new_candidate_source
,,,,biology_living_systems,plant_growth_and_tropisms,DMR,,,BIO_TRO_003,BIO_TRO_003,Hydrotropism biases root growth toward water gradients.,Root curvature changes toward wetter side over hours or days.,root hydrotropism time lapse; water gradient root growth,Reject source-only hydrotropism setups without root curvature.,gravitropism; halotropism; germination,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Hydrotropism biases root growth toward water gradients.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: gravitropism; halotropism; germination",,,true,new_candidate_source
,,,,biology_living_systems,plant_growth_and_tropisms,DMR,,,BIO_TRO_003,BIO_TRO_003,Hydrotropism biases root growth toward water gradients.,Root curvature changes toward wetter side over hours or days.,root hydrotropism time lapse; water gradient root growth,Reject source-only hydrotropism setups without root curvature.,gravitropism; halotropism; germination,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Hydrotropism biases root growth toward water gradients.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: gravitropism; halotropism; germination",,,true,new_candidate_source
,,,,biology_living_systems,plant_growth_and_tropisms,DCR,DCR_BIO_PHOTO_001,phototropism,BIO_TRO_001,BIO_TRO_001,Phototropism bends shoots through differential growth toward directional light.,A shoot bends progressively toward a light source over time.,phototropism time lapse; directional light plant growth,Reject clips without visible directional light or bending progression.,gravitropism; nastic folding; ordinary growth,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,phototropism,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: gravitropism; nastic folding; ordinary growth",,,true,new_candidate_source
,,,,biology_living_systems,plant_water_relations_and_turgor,DCR,DCR_BIO_STREAM_001,cytoplasmic streaming,BIO_TRA_003,BIO_TRA_003,Cytoplasmic streaming moves organelles along cytoskeletal tracks inside plant cells.,Chloroplasts or organelles circulate along cell edges or tracks.,Elodea cytoplasmic streaming; chloroplast movement microscopy,Reject clips where organelle motion is not visible.,Brownian motion; cell division; camera drift,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,cytoplasmic streaming,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: Brownian motion; cell division; camera drift",,,true,new_candidate_source
,,,,chemistry_materials_change,redox_and_endpoint_reactions,DCR,DCR_CHEM_BLUE_001,blue bottle reaction,CHM_RED_003,CHM_RED_003,Redox indicator systems can cycle between colored oxidation states.,Shaking turns the solution blue and resting fades it repeatedly.,chemical traffic light; blue bottle; chameleon reaction,Reject non-cyclic one-way color changes.,one-way dye mixing; iodine clock; precipitation,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,blue bottle reaction,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: one-way dye mixing; iodine clock; precipitation",,,true,new_candidate_source
,,,,earth_environmental_systems,geology_and_geophysical_change,DMR,,,EAR_GEO_003,EAR_GEO_003,Lava flow forms a cooling crust while molten interior continues advancing.,"Surface crust wrinkles, breaks, or folds as the flow front moves.",lava flow time lapse; pahoehoe crust; molten lava front,Reject static lava images or glow-only clips.,pyroclastic current; mudflow; glacier,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Lava flow forms a cooling crust while molten interior continues advancing.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: pyroclastic current; mudflow; glacier",,,true,new_candidate_source
,,,,earth_environmental_systems,weather_and_atmospheric_dynamics,DCR,DCR_EAR_SUPER_001,supercell thunderstorm,EAR_WEA_002,EAR_WEA_002,Rotating atmospheric flow organizes clouds and precipitation into vortices.,Cloud base or storm structure rotates persistently with organized inflow/outflow.,cyclone satellite timelapse; tornado cloud rotation; mesocyclone,Reject clips with dramatic clouds but no rotation sequence.,downburst; ordinary cumulus; dust devil,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,supercell thunderstorm,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: downburst; ordinary cumulus; dust devil",,,true,new_candidate_source
,,,,engineering_operational_systems,filtration_and_separation,DCR,DCR_ENG_GRAN_001,Brazil nut effect,ENG_SEP_003,ENG_SEP_003,Vibration can segregate granular mixtures when smaller grains percolate downward.,Large particles rise or size layers form under shaking.,Brazil nut effect; granular segregation; vibration sorting,Reject clips with pre-sorted layers only.,sedimentation; mixing; static stratification,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,Brazil nut effect,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: sedimentation; mixing; static stratification",,,true,new_candidate_source
,,,,engineering_operational_systems,machines_control_and_failure_modes,DMR,,,ENG_MCH_003,ENG_MCH_003,Escapements discretize energy release into stepwise gear advance.,Oscillator motion locks/unlocks teeth and gear advances one step at a time.,clock escapement; anchor escapement; watch escapement,Reject clock face videos with no visible escapement action.,gear train; ratchet; pendulum only,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Escapements discretize energy release into stepwise gear advance.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: gear train; ratchet; pendulum only",,,true,new_candidate_source
,,,,engineering_operational_systems,machines_control_and_failure_modes,DMR,,,ENG_MCH_004,ENG_MCH_004,Ratchets allow intermittent one-way motion while blocking reverse motion.,Pawl engages teeth during one direction and slips/resets in the other.,ratchet mechanism; pawl; one-way drive,Reject tools using ratchets without visible pawl-tooth sequence.,escapement; gear train; clutch,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Ratchets allow intermittent one-way motion while blocking reverse motion.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: escapement; gear train; clutch",,,true,new_candidate_source
,,,,engineering_operational_systems,machines_control_and_failure_modes,DCR,DCR_ENG_PID_001,PID overshoot,ENG_PRS_003,ENG_PRS_003,Feedback control reduces deviation by sensing a variable and actuating a correction.,A controlled variable rises past target and oscillates or settles back.,level control; PID valve; thermostat control demos,Reject clips without visible target/setpoint or response trace.,steady tracking; random vibration; open-loop motion,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,PID overshoot,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: steady tracking; random vibration; open-loop motion",,,true,new_candidate_source
,,,,engineering_operational_systems,pressure_flow_and_process_control,DMR,,,ENG_PRS_003,ENG_PRS_003,Feedback control reduces deviation by sensing a variable and actuating a correction.,A disturbance or setpoint change is followed by actuator response and variable stabilization.,level control; PID valve; thermostat control demos,Reject manually adjusted controls without closed-loop response.,open-loop valve; pressure relief; natural flow,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Feedback control reduces deviation by sensing a variable and actuating a correction.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: open-loop valve; pressure relief; natural flow",,,true,new_candidate_source
,,,,engineering_operational_systems,pressure_flow_and_process_control,DMR,,,ENG_FAIL_002,ENG_FAIL_002,Clogging creates positive feedback by reducing flow area and increasing upstream accumulation.,"Particles collect in a filter/channel, flow slows, and blockage worsens.",filter clogging; channel blockage; fouling time lapse,Reject final clogged filters without accumulation sequence.,sedimentation; filtration normal; precipitation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Clogging creates positive feedback by reducing flow area and increasing upstream accumulation.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: sedimentation; filtration normal; precipitation",,,true,new_candidate_source
,,,,engineering_operational_systems,pressure_flow_and_process_control,DCR,DCR_ENG_WATER_001,water hammer,ENG_PRS_003,ENG_PRS_003,Feedback control reduces deviation by sensing a variable and actuating a correction.,"Valve closure or flow interruption is followed by visible pipe vibration, pressure spike, or banging.",level control; PID valve; thermostat control demos,Reject clips without a flow-change trigger.,steady pump flow; cavitation; ordinary vibration,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,water hammer,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: steady pump flow; cavitation; ordinary vibration",,,true,new_candidate_source
,,,,physics_physical_systems,fluids_pressure_and_buoyancy,DCR,DCR_PHY_SIPHON_001,siphon,PHY_FLU_003,PHY_FLU_003,Pressure gradients drive siphon or liquid-column flow after priming.,Liquid continues through an inverted tube with visible source/drain level changes.,siphon demonstrations; transparent tube flow,Reject clips where flow is pump-driven or not visibly continuous after priming.,pump flow; capillary rise; simple pouring,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,siphon,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: pump flow; capillary rise; simple pouring",,,true,new_candidate_source
,,,,physics_physical_systems,oscillation_rotation_and_vibration,DCR,DCR_PHY_SKATE_001,triple Axel,PHY_OSC_003,PHY_OSC_003,Resonance amplifies motion when periodic forcing matches a natural frequency.,"Forward outside-edge takeoff, multiple airborne rotations, and backward landing are visible.",driven pendulum; resonance table; vibrating structure experiments,Reject clips where the full takeoff-to-landing sequence is not visible.,toe loop; Salchow; double Axel,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,triple Axel,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: toe loop; Salchow; double Axel",,,true,new_candidate_source
,,,,biology_living_systems,animal_locomotion_and_biomechanics,DMR,,,BIO_LOC_004,BIO_LOC_004,Fast-start swimming converts body curvature into hydrodynamic reaction forces and acceleration.,S- or C-shaped bend is followed by rapid forward acceleration.,zebrafish fast start; fish escape response; larval strike,Reject clips where swimming is slow cruising without rapid curvature-acceleration sequence.,phototaxis; peristalsis; passive drift,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Fast-start swimming converts body curvature into hydrodynamic reaction forces and acceleration.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototaxis; peristalsis; passive drift",,,true,new_candidate_source
,,,,biology_living_systems,germination_and_development,DMR,,,BIO_DEV_002,BIO_DEV_002,Seed germination starts with water uptake and radicle emergence before shoot development.,"Seed swells, radicle emerges, shoot later elongates.",seed germination time lapse; bean radicle emergence,Reject generic seedling growth after germination if radicle emergence is absent.,phototropism; leaf unfurling; fungal growth,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Seed germination starts with water uptake and radicle emergence before shoot development.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototropism; leaf unfurling; fungal growth",,,true,new_candidate_source
,,,,biology_living_systems,germination_and_development,DMR,,,BIO_DEV_002,BIO_DEV_002,Seed germination starts with water uptake and radicle emergence before shoot development.,"Seed swells, radicle emerges, shoot later elongates.",seed germination time lapse; bean radicle emergence,Reject generic seedling growth after germination if radicle emergence is absent.,phototropism; leaf unfurling; fungal growth,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Seed germination starts with water uptake and radicle emergence before shoot development.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototropism; leaf unfurling; fungal growth",,,true,new_candidate_source
,,,,biology_living_systems,organism_behavior_and_taxis,DMR,,,BIO_TAX_003,BIO_TAX_003,Magnetotaxis aligns motile cells with a magnetic field through magnetic torque.,Cell bands or trajectories reorganize when magnetic field direction changes.,magnetotactic bacteria; magnetic field swimming; field reversal,Reject source-only magnetotaxis where field marker or movement bias is absent.,chemotaxis; phototaxis; Brownian motion,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Magnetotaxis aligns motile cells with a magnetic field through magnetic torque.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: chemotaxis; phototaxis; Brownian motion",,,true,new_candidate_source
,,,,biology_living_systems,organism_behavior_and_taxis,DMR,,,BIO_TAX_004,BIO_TAX_004,Run-and-tumble or Levy-like search alternates runs and turns to explore space.,Tracked trajectories show long runs interrupted by reorientation turns.,bacterial run and tumble; Levy walk microbes; trajectory overlay,Reject smooth swimming or untracked crowd motion.,diffusion; taxis gradient; ciliary beating,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Run-and-tumble or Levy-like search alternates runs and turns to explore space.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: diffusion; taxis gradient; ciliary beating",,,true,new_candidate_source
,,,,biology_living_systems,organism_behavior_and_taxis,DCR,DCR_BIO_MIMIC_001,dynamic mimicry,BIO_TAX_004,BIO_TAX_004,Run-and-tumble or Levy-like search alternates runs and turns to explore space.,The organism changes motion or posture to resemble another dynamic target.,bacterial run and tumble; Levy walk microbes; trajectory overlay,Reject purely static camouflage.,camouflage stillness; courtship display; simple escape,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,dynamic mimicry,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: camouflage stillness; courtship display; simple escape",,,true,new_candidate_source
,,,,biology_living_systems,plant_growth_and_tropisms,DCR,DCR_BIO_PHOTO_001,phototropism,BIO_TRO_001,BIO_TRO_001,Phototropism bends shoots through differential growth toward directional light.,A shoot bends progressively toward a light source over time.,phototropism time lapse; directional light plant growth,Reject clips without visible directional light or bending progression.,gravitropism; nastic folding; ordinary growth,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,phototropism,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: gravitropism; nastic folding; ordinary growth",,,true,new_candidate_source
,,,,biology_living_systems,plant_water_relations_and_turgor,DCR,DCR_BIO_STREAM_001,cytoplasmic streaming,BIO_TRA_003,BIO_TRA_003,Cytoplasmic streaming moves organelles along cytoskeletal tracks inside plant cells.,Chloroplasts or organelles circulate along cell edges or tracks.,Elodea cytoplasmic streaming; chloroplast movement microscopy,Reject clips where organelle motion is not visible.,Brownian motion; cell division; camera drift,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,cytoplasmic streaming,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: Brownian motion; cell division; camera drift",,,true,new_candidate_source
