video_id,domain,subdomain,concept_type,gold_answer,accepted_answers,question,mcq_correct_choice,mcq_correct_choice_text,choice_A,choice_B,choice_C,choice_D,qwen35_2b_direct_output,qwen35_2b_direct_exact_correct,qwen35_2b_direct_judge_equivalent,qwen35_2b_direct_judge_label,qwen35_2b_mcq_output_choice,qwen35_2b_mcq_output_text,qwen35_2b_mcq_correct,qwen35_2b_mcq_parse_status,qwen35_4b_direct_output,qwen35_4b_direct_exact_correct,qwen35_4b_direct_judge_equivalent,qwen35_4b_direct_judge_label,qwen35_4b_mcq_output_choice,qwen35_4b_mcq_output_text,qwen35_4b_mcq_correct,qwen35_4b_mcq_parse_status,qwen35_9b_direct_output,qwen35_9b_direct_exact_correct,qwen35_9b_direct_judge_equivalent,qwen35_9b_direct_judge_label,qwen35_9b_mcq_output_choice,qwen35_9b_mcq_output_text,qwen35_9b_mcq_correct,qwen35_9b_mcq_parse_status,qwen3vl_2b_direct_output,qwen3vl_2b_direct_exact_correct,qwen3vl_2b_direct_judge_equivalent,qwen3vl_2b_direct_judge_label,qwen3vl_2b_mcq_output_choice,qwen3vl_2b_mcq_output_text,qwen3vl_2b_mcq_correct,qwen3vl_2b_mcq_parse_status,qwen3vl_4b_direct_output,qwen3vl_4b_direct_exact_correct,qwen3vl_4b_direct_judge_equivalent,qwen3vl_4b_direct_judge_label,qwen3vl_4b_mcq_output_choice,qwen3vl_4b_mcq_output_text,qwen3vl_4b_mcq_correct,qwen3vl_4b_mcq_parse_status,qwen3vl_8b_direct_output,qwen3vl_8b_direct_exact_correct,qwen3vl_8b_direct_judge_equivalent,qwen3vl_8b_direct_judge_label,qwen3vl_8b_mcq_output_choice,qwen3vl_8b_mcq_output_text,qwen3vl_8b_mcq_correct,qwen3vl_8b_mcq_parse_status
vdcr_000103,biology_living_systems,biology_family_09,自然动态机制,Root Hair Tip Growth,Root Hair Tip Growth; 根毛极性生长,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Root Hair Tip Growth,Plasmolysis and Deplasmolysis,Endocytosis,Pollen Tube Chemotropic Growth,Root Hair Tip Growth,动态,False,False,too_generic,C,Pollen Tube Chemotropic Growth,False,ok,rising,False,False,too_generic,C,Pollen Tube Chemotropic Growth,False,ok,Falling,False,False,wrong,C,Pollen Tube Chemotropic Growth,False,ok,Object formation,False,False,too_generic,C,Pollen Tube Chemotropic Growth,False,ok,growth,False,False,too_generic,C,Pollen Tube Chemotropic Growth,False,ok,生长,False,False,too_generic,D,Root Hair Tip Growth,True,ok
vdcr_000104,earth_environmental_systems,earth_family_10,自然动态机制,Seismic Wave Propagation,Seismic Wave Propagation; 地震波传播,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Seismic Wave Propagation,Ice Cliff Calving,Slab Avalanche Release,Pahoehoe Lava Roping,Seismic Wave Propagation,风暴,False,False,wrong,B,Slab Avalanche Release,False,ok,earthquake,False,False,too_generic,D,Seismic Wave Propagation,True,ok,diffusion,False,False,wrong,D,Seismic Wave Propagation,True,ok,Weather,False,False,wrong,D,Seismic Wave Propagation,True,ok,Rainfall,False,False,wrong,D,Seismic Wave Propagation,True,ok,气旋,False,False,wrong,D,Seismic Wave Propagation,True,ok
vdcr_000105,physics_physical_systems,physics_family_09,自然动态机制,Stokes Flow Kinematic Reversibility,Stokes Flow Kinematic Reversibility; Kinematic Reversibility; Low-Reynolds-Number Flow Reversibility; Stokes Flow Reversibility; 斯托克斯流运动学可逆性; 低雷诺数流动可逆性,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Stokes Flow Kinematic Reversibility,Dzhanibekov Effect / Tennis Racket Theorem,Stokes Flow Kinematic Reversibility,Double Pendulum Chaos,Hydraulic Jump,convection,False,False,wrong,B,Stokes Flow Kinematic Reversibility,True,ok,Diffusion,False,False,wrong,B,Stokes Flow Kinematic Reversibility,True,ok,Diffusion,False,False,wrong,B,Stokes Flow Kinematic Reversibility,True,ok,Rayleigh scattering,False,False,wrong,B,Stokes Flow Kinematic Reversibility,True,ok,diffusion,False,False,wrong,B,Stokes Flow Kinematic Reversibility,True,ok,扩散,False,False,wrong,B,Stokes Flow Kinematic Reversibility,True,ok
vdcr_000106,chemistry_materials_change,materials_family_03,实验动态图样,Benedict Positive Reducing-Sugar Reaction,Benedict Positive Reducing-Sugar Reaction; 本尼迪克特阳性还原反应,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Benedict Positive Reducing-Sugar Reaction,Briggs-Rauscher Reaction,Iodine Clock Reaction,Benedict Positive Reducing-Sugar Reaction,Belousov-Zhabotinsky Reaction,Chemical reaction,False,False,too_generic,A,Briggs-Rauscher Reaction,False,ok,color change,False,False,too_generic,D,Belousov-Zhabotinsky Reaction,False,ok,Color change,False,False,too_generic,,,False,invalid,Chemical reaction,False,False,too_generic,A,Briggs-Rauscher Reaction,False,ok,Color Change,False,False,too_generic,B,Iodine Clock Reaction,False,ok,化学反应,False,False,too_generic,A,Briggs-Rauscher Reaction,False,ok
vdcr_000107,earth_environmental_systems,earth_family_02,自然动态机制,Cutbank Erosion / Point-Bar Deposition,Cutbank Erosion / Point-Bar Deposition; 凹岸侵蚀与凸岸沉积; Cutbank Erosion; Point-Bar Deposition,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Cutbank Erosion / Point-Bar Deposition,Meander Neck Cutoff,Turbidity Current Propagation,River Avulsion,Cutbank Erosion / Point-Bar Deposition,河流,False,False,too_generic,D,Cutbank Erosion / Point-Bar Deposition,True,ok,Erosion,False,False,too_generic,D,Cutbank Erosion / Point-Bar Deposition,True,ok,Erosion,False,False,too_generic,D,Cutbank Erosion / Point-Bar Deposition,True,ok,River flow,False,False,too_generic,C,River Avulsion,False,ok,River delta formation,False,False,too_generic,C,River Avulsion,False,ok,河口三角洲,False,False,too_generic,C,River Avulsion,False,ok
vdcr_000108,physics_physical_systems,physics_family_05,自然动态机制,Worthington Jet,Worthington Jet; 沃辛顿射流,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Worthington Jet,Worthington Jet,Inertia-Capillarity Droplet Rebound,Droplet Spreading and Retraction,Vortex Ring Formation,water,False,False,too_generic,B,Inertia-Capillarity Droplet Rebound,False,ok,splashing,False,False,too_generic,C,Droplet Spreading and Retraction,False,ok,liquid splash,False,False,too_generic,A,Worthington Jet,True,ok,Drop,False,False,too_generic,B,Inertia-Capillarity Droplet Rebound,False,ok,Water droplet,False,False,too_generic,A,Worthington Jet,True,ok,表面张力,False,False,too_generic,A,Worthington Jet,True,ok
vdcr_000109,biology_living_systems,biology_family_10,自然动态机制,Biofilm Colony Expansion Dynamics,Biofilm Colony Expansion Dynamics; Biofilm Expansion; 生物膜扩张,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Biofilm Colony Expansion Dynamics,Exocytosis,Endocytosis,Biofilm Colony Expansion Dynamics,Bacterial Swarming Motility,flow,False,False,too_generic,C,Biofilm Colony Expansion Dynamics,True,ok,fluid diffusion,False,False,wrong,D,Bacterial Swarming Motility,False,ok,diffusion,False,False,wrong,D,Bacterial Swarming Motility,False,ok,wave,False,False,wrong,D,Bacterial Swarming Motility,False,ok,Convection,False,False,wrong,A,Exocytosis,False,ok,波浪,False,False,wrong,D,Bacterial Swarming Motility,False,ok
vdcr_000110,chemistry_materials_change,materials_family_08,自然动态机制,Electrodeposition Dendrite Growth,Electrodeposition Dendrite Growth; 电沉积枝晶生长,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Electrodeposition Dendrite Growth,Diffusion Flame,Electrolysis Bubble Nucleation and Detachment,Electrodeposition Dendrite Growth,Metal Displacement Dendrite Growth,动态,False,False,too_generic,C,Electrodeposition Dendrite Growth,True,ok,expansion,False,False,too_generic,D,Metal Displacement Dendrite Growth,False,ok,Morphogenesis,False,False,too_generic,,,False,invalid,Synchronization,False,False,wrong,C,Electrodeposition Dendrite Growth,True,ok,diffusion,False,False,wrong,C,Electrodeposition Dendrite Growth,True,ok,混沌,False,False,wrong,C,Electrodeposition Dendrite Growth,True,ok
vdcr_000111,earth_environmental_systems,earth_family_07,自然动态机制,Dune Slip-Face Grain Avalanche,Dune Slip-Face Grain Avalanche; Dune Slip-Face Avalanche; 沙丘雪崩面滑移,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Dune Slip-Face Grain Avalanche,Slab Avalanche Release,Pahoehoe Lava Roping,Dust Storm Front Propagation,Dune Slip-Face Grain Avalanche,水,False,False,wrong,A,Slab Avalanche Release,False,ok,erosion,False,False,too_generic,B,Pahoehoe Lava Roping,False,ok,Wave,False,False,wrong,B,Pahoehoe Lava Roping,False,ok,Wave,False,False,wrong,D,Dune Slip-Face Grain Avalanche,True,ok,Wave propagation,False,False,wrong,D,Dune Slip-Face Grain Avalanche,True,ok,潮汐,False,False,wrong,D,Dune Slip-Face Grain Avalanche,True,ok
vdcr_000112,physics_physical_systems,physics_family_02,自然动态机制,Capillary Rise / Wicking,Capillary Rise / Wicking; 毛细上升/芯吸; Capillary Rise; Wicking,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Capillary Rise / Wicking,Leidenfrost Droplet Motion,Capillary-Driven Jet/Thread Breakup,Liquid Bridge Pinch-Off,Capillary Rise / Wicking,diffusion,False,False,wrong,D,Capillary Rise / Wicking,True,ok,diffusion,False,False,wrong,D,Capillary Rise / Wicking,True,ok,capillary action,False,False,unclear,D,Capillary Rise / Wicking,True,ok,Diffusion,False,False,wrong,D,Capillary Rise / Wicking,True,ok,diffusion,False,False,wrong,D,Capillary Rise / Wicking,True,ok,毛细作用,False,True,equivalent,D,Capillary Rise / Wicking,True,ok
vdcr_000113,biology_living_systems,biology_family_05,自然动态机制,Mitotic Chromosome Segregation,Mitotic Chromosome Segregation; 有丝分裂染色体分离,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Mitotic Chromosome Segregation,Calcium Wave Propagation,Cytoplasmic Streaming,Mitotic Chromosome Segregation,Axonal Transport,chromosome condensation,False,False,too_generic,C,Mitotic Chromosome Segregation,True,ok,chromosome condensation,False,False,too_generic,C,Mitotic Chromosome Segregation,True,ok,Cell division,False,False,too_generic,C,Mitotic Chromosome Segregation,True,ok,Cell division,False,False,too_generic,C,Mitotic Chromosome Segregation,True,ok,cell division,False,False,too_generic,C,Mitotic Chromosome Segregation,True,ok,细胞分裂,False,False,too_generic,A,Calcium Wave Propagation,False,ok
vdcr_000114,physics_physical_systems,physics_family_05,自然动态机制,Droplet Spreading and Retraction,Droplet Spreading and Retraction; 液滴铺展-回缩,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Droplet Spreading and Retraction,Vortex Ring Formation,Droplet Spreading and Retraction,Worthington Jet,Inertia-Capillarity Droplet Rebound,liquid,False,False,too_generic,B,Droplet Spreading and Retraction,True,ok,explosion,False,False,wrong,D,Inertia-Capillarity Droplet Rebound,False,ok,liquid drop,False,False,too_generic,B,Droplet Spreading and Retraction,True,ok,Dissolution,False,False,wrong,B,Droplet Spreading and Retraction,True,ok,coalescence,False,False,wrong,B,Droplet Spreading and Retraction,True,ok,变形,False,False,too_generic,B,Droplet Spreading and Retraction,True,ok
vdcr_000115,chemistry_materials_change,materials_family_07,自然动态机制,Flame Blowoff,Flame Blowoff; 火焰吹熄,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Flame Blowoff,Diffusion Flame,Reactive Flame-Front Propagation,Flame Blowoff,Shear Thickening,光,False,False,wrong,B,Reactive Flame-Front Propagation,False,ok,light leak,False,False,wrong,B,Reactive Flame-Front Propagation,False,ok,Flame,False,False,too_generic,B,Reactive Flame-Front Propagation,False,ok,blaze,False,False,too_generic,B,Reactive Flame-Front Propagation,False,ok,expansion,False,False,too_generic,A,Diffusion Flame,False,ok,扩散,False,False,wrong,C,Flame Blowoff,True,ok
